FacultyID,Category,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10,Preference 11,Preference 12
Faculty81,x1,FDCDC - ECE F491 - SPECIAL PROJECT,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,FDELE - PHY F420 - QUANTUM OPTICS,HDELE - EEE G626 - HARDWARE SOFTWARE CO-DESIGN,FDCDC - GS F233 - PUBLIC POLICY,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS,FDCDC - GS F221 - BUSINESS COMMUNICATION,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,FDELE - ECON F355 - BUSS ANAL & VALUATION,HDCDC - ME F217 - APPLIED THERMODYNAMICS,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,HDELE - BIO G542 - ADVANCED CELL MOLE BIO
Faculty82,x3,FDELE - EEE F418 - MOD COMMUNICATION TECH,HDELE - CHE G613 - ADVANCED MASS TRANSFER,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDCDC - ECON F266 - STUDY ORIENTED PROJECT,HDELE - BITS G553 - REAL TIME SYSTEMS,FDELE - CHE F491 - SPECIAL PROJECTS,HDCDC - MEL G611 - I C FABRICATION TECH,FDCDC - GS F326 - CREATIVE THINKING,FDCDC - BITS F464 - MACHINE LEARNING,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,FDCDC - PHY F315 - THEORY OF RELATIVITY
Faculty83,x3,FDELE - HSS F340 - POST COLONIAL LITERATURES,FDCDC - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES,HDELE - ME F211 - MECHANICS OF SOLIDS,FDELE - BIO F111 - GENERAL BIOLOGY,FDELE - BITS F417 - MICRO-FLUIDICS & ITS APP,FDELE - CHEM F376 - DESIGN PROJECT,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH,HDELE - BITS G529 - RESEARCH PROJECT I,HDCDC - BIO G661 - GENE TOXICOLOGY,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY
Faculty84,x1,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY,FDELE - GS F231 - DYN OF SOCIAL CHANGE,FDELE - CHEM F335 - ORGANIC CHEM & DRUG DES,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND,FDELE - CHE F266 - STUDY PROJECT,FDCDC - HSS F332 - CINEMATIC ART,FDCDC - GS F233 - PUBLIC POLICY,FDCDC - MATH F231 - NUMBER THEORY,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDELE - CHE G613 - ADVANCED MASS TRANSFER
Faculty85,x2,FDCDC - BITS F464 - MACHINE LEARNING,HDELE - CHE G613 - ADVANCED MASS TRANSFER,FDELE - BITS F112 - TECH REPORT WRITING,FDCDC - GS F242 - CULTURAL STUDIES,FDELE - CHE F266 - STUDY PROJECT,FDELE - CS F429 - NATURAL LANG PROCESS,HDELE - BIO G515 - STEM CELL & REGENER BIO,FDELE - INSTR F366 - LABORATORY PROJECT,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS,HDCDC - BIO G526 - CANCER BIOLOGY,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT
Faculty86,x3,FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY,FDELE - GS F231 - DYN OF SOCIAL CHANGE,HDELE - BITS G529 - RESEARCH PROJECT I,FDCDC - CHE F213 - CHEM ENGG THERMODYNAMICS,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - PHY F376 - DESIGN PROJECT,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT,FDELE - BIO F214 - INTEGRATED BIOLOGY,HDELE - DE G631 - MATERIALS TECH & TESTING,HDCDC - DE G531 - PRODUCT DESIGN,FDELE - CHEM F335 - ORGANIC CHEM & DRUG DES
Faculty87,x2,HDELE - DE G611 - DYNAMICS & VIBRATION,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,FDELE - PHY F376 - DESIGN PROJECT,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE",FDELE - MATH F491 - SPECIAL PROJECT,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH,FDELE - MATH F312 - ORDINARY DIFF EQUATIONS,HDELE - BITS G529 - RESEARCH PROJECT I,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I
Faculty88,x3,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDELE - ECON F355 - BUSS ANAL & VALUATION,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDCDC - CHE F414 - TRANSPORT PHENOMENA,HDELE - CHE G613 - ADVANCED MASS TRANSFER,FDCDC - IS F341 - SOFTWARE ENGINEERING,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,FDELE - EEE F416 - DIGITAL COMMUNICATION,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY,FDCDC - CHE F312 - CHEMICAL ENGG LAB I,HDCDC - CS G623 - ADVANCED OPERAT SYSTEMS
Faculty89,x2,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,FDELE - BIO F417 - BIOMOLECULAR MODELING,HDCDC - EEE G581 - RF AND MICROWAVE ENGG,HDCDC - CS G527 - CLOUD COMPUTING,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,FDELE - HSS F340 - POST COLONIAL LITERATURES,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS,FDCDC - CHE F433 - CORROSION ENGINEERING,HDELE - CS G526 - ADV ALGO & COMPLEXITY,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS,HDELE - CHE G613 - ADVANCED MASS TRANSFER,FDELE - PHY F420 - QUANTUM OPTICS
Faculty90,x1,FDELE - CHE F266 - STUDY PROJECT,FDCDC - BITS F464 - MACHINE LEARNING,FDELE - GS F231 - DYN OF SOCIAL CHANGE,FDELE - CHEM F110 - CHEMISTRY LABORATORY,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS,HDELE - MEL G621 - VLSI DESIGN,"FDCDC - BIO F216 - WATER,SANITATION & SOLID WASTE",FDELE - PHY F212 - ELECTROMAGNETIC THEO I,HDELE - BITS G529 - RESEARCH PROJECT I,FDCDC - CHE F414 - TRANSPORT PHENOMENA,FDCDC - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS,HDCDC - BIO G661 - GENE TOXICOLOGY
Faculty91,x2,FDELE - CHE F491 - SPECIAL PROJECTS,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDCDC - ECE F366 - LABORATORY PROJECT,HDCDC - ME F415 - GAS DYNAMICS,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDCDC - PHY F214 - ELEC MAGNET & OPTICS LAB,FDELE - CS F402 - COMPUTATIONAL GEOMETRY,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,FDCDC - PHY F491 - SPECIAL PROJECT,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDELE - CHEM F330 - PHOTOPHYSICAL CHEMISTRY,HDELE - ME F212 - FLUID MECHANICS
Faculty92,x2,FDCDC - BIO F418 - GENETIC ENGINEERING TECH,FDELE - BIO F266 - STUDY PROJECT,FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,HDELE - CS G553 - RECONFIGURABLE COMPUTING,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDCDC - EEE G612 - CODING THEORY AND PRACTICE,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP,FDCDC - CHE F213 - CHEM ENGG THERMODYNAMICS,FDELE - EEE F211 - ELECTRICAL MACHINES,FDELE - CS F402 - COMPUTATIONAL GEOMETRY
Faculty93,x3,HDELE - ME F211 - MECHANICS OF SOLIDS,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,HDCDC - CS G525 - ADV COMPUTER NETWORKS,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,FDCDC - GS F326 - CREATIVE THINKING,FDCDC - PHY F211 - CLASSICAL MECHANICS,FDCDC - ECON F211 - PRINCIPLES OF ECONOMICS,HDELE - ME F376 - DESIGN PROJECT,FDELE - EEE F211 - ELECTRICAL MACHINES,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,FDELE - CS F314 - SOFT DEV FOR PORT DEVICE
Faculty94,x3,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY,FDELE - EEE F266 - STUDY PROJECT,FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,FDELE - EEE F215 - DIGITAL DESIGN,FDELE - CS F215 - DIGITAL DESIGN,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES,FDCDC - HSS F232 - INTRO TO DEV STUDIES,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,HDCDC - ME G515 - COMPUT FLUID DYNAMICS,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH,HDELE - MEL G623 - ADVANCED VLSI DESIGN
Faculty95,x3,FDELE - BITS F112 - TECH REPORT WRITING,FDCDC - CS F351 - THEORY OF COMPUTATION,HDELE - BITS G539 - RESEARCH PROJECT II,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,HDCDC - INSTR F311 - ELECTRO INST & INST TECH,FDELE - EEE F215 - DIGITAL DESIGN,FDCDC - ECE F366 - LABORATORY PROJECT,HDCDC - CHE G523 - MATH METHODS IN CHEM ENG,FDCDC - CS F491 - SPECIAL PROJECT,FDELE - CHEM F111 - GENERAL CHEMISTRY,FDELE - GS F322 - CRITI ANAL OF LIT & CINE,HDELE - BITS G553 - REAL TIME SYSTEMS
Faculty96,x3,FDCDC - HSS F227 - CROSS CULTURAL SKILLS,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,HDCDC - BITS G511 - ADVANCED PROJECT,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDCDC - CHE F312 - CHEMICAL ENGG LAB I,HDELE - DE G611 - DYNAMICS & VIBRATION,FDELE - ECON F415 - NEW VENTURE CREATION,FDCDC - CS F366 - LABORATORY PROJECT,FDCDC - PHY F214 - ELEC MAGNET & OPTICS LAB,FDELE - CHEM F311 - ORGANIC CHEMISTRY III,FDELE - BIO F313 - ANIMAL PHYSIOLOGY
Faculty97,x3,HDCDC - CHE G523 - MATH METHODS IN CHEM ENG,FDCDC - MATH F215 - ALGEBRA I,FDELE - GS F322 - CRITI ANAL OF LIT & CINE,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT,FDELE - PHY F212 - ELECTROMAGNETIC THEO I,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS,FDELE - CHE F266 - STUDY PROJECT,"FDCDC - BIO F216 - WATER,SANITATION & SOLID WASTE",FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,HDELE - BITS G649 - READING COURSE,FDELE - EEE F366 - LABORATORY PROJECT,HDELE - BITS G539 - RESEARCH PROJECT II
Faculty98,x2,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDCDC - CS F366 - LABORATORY PROJECT,FDELE - EEE F418 - MOD COMMUNICATION TECH,FDELE - MATH F312 - ORDINARY DIFF EQUATIONS,FDELE - ECE F266 - STUDY PROJECT,FDCDC - CS F468 - INFORMATION SECURITY PROJECT,FDCDC - CHE F414 - TRANSPORT PHENOMENA,HDELE - BIO G515 - STEM CELL & REGENER BIO,HDCDC - DE G531 - PRODUCT DESIGN,FDCDC - EEE F313 - ANALOG & DIGIT VLSI DES,FDELE - EEE F491 - SPECIAL PROJECT,HDCDC - EEE G612 - CODING THEORY AND PRACTICE
Faculty99,x1,FDCDC - ECE F366 - LABORATORY PROJECT,HDELE - ME F376 - DESIGN PROJECT,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,HDELE - MEL G622 - INTRO TO ARTIF NEURAL NET,FDELE - EEE F215 - DIGITAL DESIGN,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDCDC - EEE G581 - RF AND MICROWAVE ENGG,FDCDC - CS F266 - STUDY PROJECT,FDELE - ECON F315 - FINANCIAL MANAGEMENT,FDELE - CHE F266 - STUDY PROJECT
Faculty100,x1,HDELE - ME F376 - DESIGN PROJECT,FDCDC - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDCDC - GS F221 - BUSINESS COMMUNICATION,FDELE - CHEM F376 - DESIGN PROJECT,FDELE - CHE F212 - FLUID MECHANICS,HDCDC - BITS G629T - DISSERTATION,FDCDC - EEE F313 - ANALOG & DIGIT VLSI DES,HDCDC - EEE G612 - CODING THEORY AND PRACTICE,FDCDC - CS F266 - STUDY PROJECT,HDELE - ME F211 - MECHANICS OF SOLIDS
Faculty101,x1,HDCDC - BIO G661 - GENE TOXICOLOGY,FDELE - EEE F215 - DIGITAL DESIGN,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,FDCDC - IS F341 - SOFTWARE ENGINEERING,FDELE - ECON F355 - BUSS ANAL & VALUATION,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,FDELE - CHEM F491 - SPECIAL PROJECT,HDELE - BIO G542 - ADVANCED CELL MOLE BIO,HDCDC - DE G531 - PRODUCT DESIGN,HDELE - BITS G540 - RESEARCH PRACTICE,FDCDC - PHY F311 - QUANTUM MECHANICS II
Faculty102,x3,FDELE - HSS F340 - POST COLONIAL LITERATURES,FDELE - EEE F376 - DESIGN PROJECT,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - GS F326 - CREATIVE THINKING,FDCDC - MATH F266 - STUDY PROJECT,FDCDC - MATH F215 - ALGEBRA I,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP,FDCDC - GS F221 - BUSINESS COMMUNICATION,FDELE - EEE F214 - ELECTRONIC DEVICES,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDELE - MATH F312 - ORDINARY DIFF EQUATIONS
Faculty103,x3,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDCDC - MATH F231 - NUMBER THEORY,FDCDC - ECE F366 - LABORATORY PROJECT,FDCDC - PHY F213 - OPTICS,HDELE - ME F443 - QUALI CONTRO ASSUR & REL,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,HDCDC - CHE G523 - MATH METHODS IN CHEM ENG,FDELE - BITS F417 - MICRO-FLUIDICS & ITS APP
Faculty104,x3,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS,FDCDC - PHY F311 - QUANTUM MECHANICS II,FDELE - BIO F266 - STUDY PROJECT,FDCDC - CS F376 - DESIGN PROJECT,HDELE - INSTR F266 - STUDY PROJECT,HDCDC - INSTR F311 - ELECTRO INST & INST TECH,FDELE - BITS F415 - INTRODUCTION TO MEMS,HDELE - BITS G540 - RESEARCH PRACTICE,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS,FDCDC - CHE F414 - TRANSPORT PHENOMENA
Faculty105,x2,FDCDC - PHY F315 - THEORY OF RELATIVITY,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV,FDELE - EEE F418 - MOD COMMUNICATION TECH,HDELE - BITS G649 - READING COURSE,FDCDC - HSS F236 - SYMBOLIC LOGIC,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY,HDELE - MEL G621 - VLSI DESIGN,FDCDC - HSS F227 - CROSS CULTURAL SKILLS,FDELE - CS F402 - COMPUTATIONAL GEOMETRY,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,FDELE - MATH F312 - ORDINARY DIFF EQUATIONS,HDCDC - CS G527 - CLOUD COMPUTING
Faculty106,x3,FDELE - CHEM F376 - DESIGN PROJECT,FDELE - PHY F376 - DESIGN PROJECT,FDCDC - PHY F315 - THEORY OF RELATIVITY,HDCDC - CS G623 - ADVANCED OPERAT SYSTEMS,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE,FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,FDCDC - ECE F366 - LABORATORY PROJECT,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,HDELE - CS G526 - ADV ALGO & COMPLEXITY,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDCDC - GS F221 - BUSINESS COMMUNICATION,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT
Faculty107,x3,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,FDELE - CHEM F110 - CHEMISTRY LABORATORY,FDELE - EEE F491 - SPECIAL PROJECT,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE",FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS,HDCDC - BITS G563T - DISSERTATION,HDELE - BITS G540 - RESEARCH PRACTICE,FDCDC - HSS F227 - CROSS CULTURAL SKILLS,FDCDC - EEE F313 - ANALOG & DIGIT VLSI DES,HDELE - ME F491 - SPECIAL PROJECTS,HDCDC - MEL G611 - I C FABRICATION TECH
Faculty108,x2,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS,FDELE - CHEM F491 - SPECIAL PROJECT,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY,FDCDC - PHY F211 - CLASSICAL MECHANICS,HDELE - BITS G553 - REAL TIME SYSTEMS,HDCDC - BITS G511 - ADVANCED PROJECT,FDCDC - HSS F236 - SYMBOLIC LOGIC,HDCDC - EEE G612 - CODING THEORY AND PRACTICE,HDELE - BITS G540 - RESEARCH PRACTICE,FDELE - ECE F266 - STUDY PROJECT,FDELE - BIO F111 - GENERAL BIOLOGY
Faculty109,x1,FDELE - CHE F266 - STUDY PROJECT,HDELE - BIO G515 - STEM CELL & REGENER BIO,FDCDC - EEE F313 - ANALOG & DIGIT VLSI DES,FDELE - ECON F315 - FINANCIAL MANAGEMENT,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,FDCDC - HSS F235 - INTRODUCTORY PHILOSOPHY,HDELE - CHE G613 - ADVANCED MASS TRANSFER,FDELE - HSS F349 - ECOCRITICISM,HDCDC - CS G525 - ADV COMPUTER NETWORKS,FDCDC - PHY F211 - CLASSICAL MECHANICS,HDCDC - BITS G511 - ADVANCED PROJECT,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR
Faculty110,x2,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE,HDELE - EEE G512 - EMBEDDED SYSTEM DESIGN,FDCDC - PHY F315 - THEORY OF RELATIVITY,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY,HDELE - ME F211 - MECHANICS OF SOLIDS,FDCDC - CS F213 - OBJECT ORIENTED PROG,FDELE - CHEM F330 - PHOTOPHYSICAL CHEMISTRY,FDCDC - GS F233 - PUBLIC POLICY,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS,HDCDC - BITS G511 - ADVANCED PROJECT,FDELE - BITS F415 - INTRODUCTION TO MEMS
Faculty111,x2,HDELE - CHE G613 - ADVANCED MASS TRANSFER,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDELE - CHEM F330 - PHOTOPHYSICAL CHEMISTRY,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDELE - PHY F376 - DESIGN PROJECT,FDCDC - CS F266 - STUDY PROJECT,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDCDC - PHY F315 - THEORY OF RELATIVITY,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS,FDCDC - PHY F311 - QUANTUM MECHANICS II
Faculty112,x2,FDCDC - CHE F211 - CHEMICAL PROCESS CALCULATION,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,HDELE - MEL G623 - ADVANCED VLSI DESIGN,FDELE - EEE F376 - DESIGN PROJECT,FDELE - BIO F266 - STUDY PROJECT,HDELE - DE G631 - MATERIALS TECH & TESTING,FDCDC - GS F326 - CREATIVE THINKING,FDELE - EEE F211 - ELECTRICAL MACHINES,FDCDC - CS F446 - DATA STORAGE TECH & NETW,FDELE - HSS F363 - DISASTER AND DEVELOPMENT,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV,HDCDC - DE G531 - PRODUCT DESIGN
Faculty113,x3,FDCDC - HSS F232 - INTRO TO DEV STUDIES,FDELE - ECON F315 - FINANCIAL MANAGEMENT,FDELE - BIO F266 - STUDY PROJECT,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS,HDCDC - EEE G581 - RF AND MICROWAVE ENGG,HDELE - INSTR F312 - TRANSD & MEASUREMENT SYS,FDCDC - CHE F312 - CHEMICAL ENGG LAB I,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY,HDCDC - ME F415 - GAS DYNAMICS
Faculty114,x3,FDCDC - ECON F266 - STUDY ORIENTED PROJECT,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDCDC - MATH F231 - NUMBER THEORY,HDCDC - ME F217 - APPLIED THERMODYNAMICS,HDCDC - INSTR F311 - ELECTRO INST & INST TECH,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,FDELE - MATH F313 - NUMERICAL ANALYSIS,FDELE - BIO F417 - BIOMOLECULAR MODELING,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP,FDCDC - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES,FDELE - HSS F347 - INTRO TOCARNATIC MUSIC,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II
Faculty115,x2,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY,HDELE - MEL G623 - ADVANCED VLSI DESIGN,FDELE - BITS F417 - MICRO-FLUIDICS & ITS APP,HDCDC - ME F415 - GAS DYNAMICS,HDELE - BIO G515 - STEM CELL & REGENER BIO,FDELE - ECE F266 - STUDY PROJECT,FDCDC - CS F468 - INFORMATION SECURITY PROJECT,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE,FDCDC - MATH F266 - STUDY PROJECT,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY
Faculty116,x3,FDELE - BIO F266 - STUDY PROJECT,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS,HDELE - ME F112 - WORKSHOP PRACTICE,FDELE - MATH F491 - SPECIAL PROJECT,FDCDC - CS F491 - SPECIAL PROJECT,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - CHEM F110 - CHEMISTRY LABORATORY,HDELE - CHEM G521 - ENVIRONMENTAL CHEMISTRY,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,FDELE - CHE F491 - SPECIAL PROJECTS
Faculty117,x1,HDCDC - INSTR F311 - ELECTRO INST & INST TECH,FDCDC - PHY F214 - ELEC MAGNET & OPTICS LAB,FDCDC - PHY F311 - QUANTUM MECHANICS II,FDELE - GS F231 - DYN OF SOCIAL CHANGE,FDELE - MATH F491 - SPECIAL PROJECT,FDELE - EEE F376 - DESIGN PROJECT,FDCDC - IS F341 - SOFTWARE ENGINEERING,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS,FDCDC - HSS F227 - CROSS CULTURAL SKILLS,HDCDC - DE G531 - PRODUCT DESIGN,HDELE - BIO G542 - ADVANCED CELL MOLE BIO,HDELE - BITS G619 - PROFESSIONAL PRACTICE
Faculty118,x3,FDCDC - CHE F414 - TRANSPORT PHENOMENA,FDELE - EEE F491 - SPECIAL PROJECT,FDELE - CHEM F311 - ORGANIC CHEMISTRY III,HDCDC - ME G515 - COMPUT FLUID DYNAMICS,FDCDC - CS F376 - DESIGN PROJECT,HDELE - ME F315 - ADVANCED MANUFACTURING PROCESS,FDELE - INSTR F366 - LABORATORY PROJECT,FDCDC - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,HDELE - BITS G561T - DISSERTATION,FDELE - CHE F212 - FLUID MECHANICS
Faculty119,x2,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,HDELE - DE G611 - DYNAMICS & VIBRATION,FDCDC - CS F266 - STUDY PROJECT,FDELE - ECON F315 - FINANCIAL MANAGEMENT,FDCDC - GS F233 - PUBLIC POLICY,HDCDC - ME F217 - APPLIED THERMODYNAMICS,HDCDC - BITS G511 - ADVANCED PROJECT,FDELE - INSTR F376 - DESIGN PROJECT,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,HDELE - MEL G622 - INTRO TO ARTIF NEURAL NET
Faculty120,x2,FDCDC - GS F221 - BUSINESS COMMUNICATION,HDCDC - BITS G563T - DISSERTATION,FDELE - BIO F313 - ANIMAL PHYSIOLOGY,FDELE - GS F231 - DYN OF SOCIAL CHANGE,FDCDC - CHE F213 - CHEM ENGG THERMODYNAMICS,FDCDC - BIO F211 - BIOLOGICAL CHEMISTRY,HDELE - ME F443 - QUALI CONTRO ASSUR & REL,HDELE - MEL G622 - INTRO TO ARTIF NEURAL NET,FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH,HDCDC - EEE G581 - RF AND MICROWAVE ENGG,FDELE - EEE F491 - SPECIAL PROJECT
